,Sentence
137,я люблю тратить свои деньги на машины.
138,у меня никогда не было стабильных отношений.
139,Я слишком много смотрю телевизор в свободное время.
140,"Я хожу в спортзал почти каждый день, чтобы пообщаться."
141,Мой любимый вид музыки - народная.
142,Я музыкант и надеюсь когда-нибудь добиться успеха.
143,Я играю на пианино и гитаре и пою.
144,"Я также работаю хранителем, помогая оплачивать счета."
145,"Я также работаю хранителем, помогая оплачивать счета."
146,Я играю на пианино и гитаре и пою.
147,Мой любимый вид музыки - народная.
148,Я музыкант и надеюсь когда-нибудь добиться успеха.
149,у меня три собаки.
150,мой отец был продавцом от двери к двери.
151,я люблю смотреть олимпийские игры.
152,У меня открытые полиаморные отношения.
153,У меня также есть бизнес по выгулу собак.
154,мне нравится быть среди людей.
155,Я люблю тренироваться раз в неделю.
156,Я волонтер в приюте для бездомных.
157,в свободное время занимаюсь волонтерской работой.
158,я профессиональный борец.
159,Я 12-летняя девочка.
160,я люблю играть в pobox.
161,у меня голубые глаза и рыжие волосы до талии.
162,я ненавижу школу.
163,у меня не много друзей.
164,"Я живу в Калифорнии, но рынок звукозаписывающих исполнителей в прошлом году был мертв."
165,Я инженер звукозаписи и владею собственной студией.
166,"Как дела, я 46-летний отец-одиночка, 46 детей."
167,мой бывший обманул и бросил меня к адвокату.
168,я предпочитаю быть внутри.
169,я просто хочу повеселиться с моими друзьями.
170,"Я работал, у меня есть подработка в Burger King."
171,"Мне 19 лет, и я не могу дождаться, когда перееду в дом своих родителей."
172,они постоянно на моей спине.
173,"Я не пью, не употребляю наркотики или что-нибудь еще."
174,Я езжу на Honda Civic 2015 года выпуска.
175,моя любимая еда - пицца.
176,я слушаю рэп.
177,Я делаю музыку для артистов.
178,мое домашнее животное зовут Чарли.
179,"моя мама очень традиционная, а я предпочитаю быть более свободолюбивой."
180,моя семья и я из Индии.
181,мой любимый музыкальный жанр - дэт-метал.
182,Я тренер по плаванию в местном бассейне.
183,мой отец профессионально играл на скрипке.
184,Я учитель фортепиано на стороне.
185,Мне нравится исследовать новые части города.
186,Я волонтер в приюте для бездомных.
187,Я провожу много времени в Интернете.
188,я феминистка.
189,Я покупаю только экологически чистые продукты.
190,у меня на крыше есть солнечные батареи.
191,мое любимое занятие - скалолазание.
192,Я инженер-механик.
193,Я люблю ходить в поход весной.
194,я живу в Колорадо.
195,праздники меня подавляют.
196,у меня волосы цвета радуги.
197,"мой возраст слишком стар, чтобы сказать."
198,Я защитник животных.
199,"Я провожу время, наблюдая за птицами со своими кошками."
200,"я люблю готовить, но я также люблю рыбачить."
201,Еще я люблю комиксы.
202,"эй, меня зовут Ларри, и я шеф-повар."
203,"Если я не готовлю на кухне, то я определенно нахожусь на воде."
204,я не окончил среднюю школу.
205,моя любимая еда - шаурма.
206,я в армии.
207,мой дед служил на мировой войне.
208,моя любимая группа - это негодяи на плоской подошве.
209,мы проводили лето в национальных парках.
210,я вырос в индустрии.
211,Я певец кантри.
212,"У меня нулевая семья, к которой я близок."
213,Меня зовут Джордж.
214,моя любимая еда - папайя.
215,Я пчеловод.
216,Я женился на супер модели из Италии.
217,Меня зовут Джордж.
218,"У меня нулевая семья, к которой я близок."
219,моя любимая еда - папайя.
220,Я женился на супер модели из Италии.
221,Я пчеловод.
222,я люблю шоколадные батончики.
223,я играю на скрипке и гитаре.
224,я говорю по-китайски.
225,мой отец электрик.
226,я играю в пинг-понг.
227,Я люблю петь песни из фильма «Замороженные».
228,я играю с друзьями на детской площадке.
229,Микки Маус - мой любимый персонаж.
230,я люблю бывать в мире Диснея каждый год.
231,я учусь в третьем классе.
232,я люблю гамбургеры и картофель фри.
233,я люблю гулять.
234,я не пью газировку.
235,у меня есть парень.
236,я живу в доме.
237,"Я работал, у меня есть подработка в Burger King."
238,"Мне 19 лет, и я не могу дождаться, когда перееду в дом своих родителей."
239,"Я не пью, не употребляю наркотики или что-нибудь еще."
240,они постоянно на моей спине.
241,я просто хочу повеселиться с моими друзьями.
242,"Я свободно говорю на английском, испанском и французском языках."
243,мои любимые цвета - красный и серебристый.
244,Я увлекаюсь фотографией и люблю фотографировать.
245,мой парень и я переезжаем в квартиру вместе на следующей неделе.
246,Я учитель начальной школы.
247,я люблю тако.
248,у меня один брат.
249,у меня три сестры.
250,я люблю собак.
251,я живу в алабаме.
252,я люблю тако.
253,у меня три сестры.
254,я люблю собак.
255,я живу в алабаме.
256,у меня один брат.
257,Я холост и с двумя собаками.
258,я не пью алкоголь.
259,я люблю играть в шахматы.
260,мне за тридцать.
261,я живу на аляске.
262,"Я уволился с работы, чтобы полностью посвятить себя духовной жизни."
263,я буддист.
264,я не разговаривал три месяца.
265,я люблю медитацию.
266,мои родители оба были очень спортивными.
267,Я люблю бегать и готовиться к марафонам.
268,"Я получил новую работу только вчера, чтобы быть тренером по жизни."
269,Я аккуратно ем.
270,я из маленького городка.
271,я хочу стать юристом.
272,моя семья разводила лошадей на протяжении нескольких поколений.
273,Я вырос на конной ферме.
274,"у меня двое взрослых детей, которые никогда не навещают."
275,Я мечтаю захватить мир.
276,Мне 56 лет.
277,"Раньше я была художником, а теперь работаю домработницей."
278,"Я ношу мотоциклетный шлем, чтобы защитить голову."
279,мой основной транспорт - мотоцикл.
280,у меня светлая кожа с большими карими глазами.
281,"он красный с синей полосой, поэтому он блестит, когда я участвую в гонках."
282,Я люблю петь песни из фильма «Замороженные».
283,я учусь в третьем классе.
284,я играю с друзьями на детской площадке.
285,я люблю бывать в мире Диснея каждый год.
286,Микки Маус - мой любимый персонаж.
287,мой любимый фигурист - Роб Драйден.
288,у меня сломана рука.
289,я скейтбордист.
290,все мои друзья скейтбордисты.
291,я всегда ношу шляпу.
292,Я провожу много времени в Интернете.
293,я феминистка.
294,Я покупаю только экологически чистые продукты.
295,у меня на крыше есть солнечные батареи.
296,мой любимый фильм - документальный.
297,я читаю книгу каждую неделю.
298,Я начал новую работу в качестве папы три месяца назад.
299,Я живу с мужем в Пенсильвании.
300,я не забочусь о моде.
301,"Я ходила в школу на химию, но работала в книжном магазине."
302,я ненавижу оранжевый цвет.
303,я танцую по выходным.
304,я хочу стать юристом.
305,моя семья разводила лошадей на протяжении нескольких поколений.
306,я из маленького городка.
307,Я вырос на конной ферме.
308,Я увлекаюсь фотографией и люблю фотографировать.
309,"Я свободно говорю на английском, испанском и французском языках."
310,Я учитель начальной школы.
311,мои любимые цвета - красный и серебристый.
312,мой парень и я переезжаем в квартиру вместе на следующей неделе.
313,Я помогаю ухаживать за полями.
314,я люблю кататься на лошадях.
315,мой отец фермер.
316,я люблю слушать рок-музыку во время работы.
317,Я увлекаюсь фотографией и люблю фотографировать.
318,мой парень и я переезжаем в квартиру вместе на следующей неделе.
319,Я учитель начальной школы.
320,"Я свободно говорю на английском, испанском и французском языках."
321,"Я работаю в баре по ночам, чтобы заплатить за колледж."
322,я не люблю курицу.
323,у меня светлые волосы и голубые глаза.
324,"Я учусь в колледже, чтобы стать медсестрой."
325,"Я не пью, не употребляю наркотики или что-нибудь еще."
326,"Я работал, у меня есть подработка в Burger King."
327,я просто хочу повеселиться с моими друзьями.
328,"Мне 19 лет, и я не могу дождаться, когда перееду в дом своих родителей."
329,они постоянно на моей спине.
330,я боюсь скорпионов.
331,мой любимый цвет - серый.
332,Я работаю в почтовой службе США.
333,мой отец водил машину на наскар.
334,я люблю шоколадные батончики.
335,я играю на скрипке и гитаре.
336,мой отец электрик.
337,я играю в пинг-понг.
338,У меня два винтажных мустанга.
339,моя любимая музыка - кантри.
340,мне нравится работать над старинными автомобилями.
341,у меня две собаки.
342,у меня 5 кошек.
343,я строитель.
344,мои кошки для меня особенные.
345,мне нравится строить дома.
346,я езжу на автобусе в школу.
347,мой брат старше меня.
348,мне 13 лет.
349,я ненавижу математику.
350,чизбургеры - моя любимая еда.
351,Я был беден в детстве.
352,Я учитель физкультуры на пенсии.
353,Я работаю волонтером в столовой.
354,я люблю смотреть военные документальные фильмы.
355,У меня трое детей.
356,моя жена и дети лучшие.
357,мой любимый вкус мороженого - шоколад.
358,я сантехник.
359,Я покупаю только экологически чистые продукты.
360,"я люблю социальные медиа, особенно твиттер."
361,Я провожу много времени в Интернете.
362,я феминистка.
363,Я участвую в классах аджилити собак.
364,я ненавижу оранжевый цвет.
365,"Я ходила в школу на химию, но работала в книжном магазине."
366,я не забочусь о моде.
367,я танцую по выходным.
368,"Я ношу мотоциклетный шлем, чтобы защитить голову."
369,"он красный с синей полосой, поэтому он блестит, когда я участвую в гонках."
370,"я официантка в течение дня, чтобы пополнить свой доход."
371,у меня светлая кожа с большими карими глазами.
372,мой основной транспорт - мотоцикл.
373,"Я чувствую, что могу жить вечно."
374,Мне 100 лет.
375,я люблю пить вино и танцевать при лунном свете.
376,"Я помню, когда ни у кого не было телевизора."
377,я очень силен для своего возраста.
378,я из маленького городка.
379,я хочу стать юристом.
380,моя семья разводила лошадей на протяжении нескольких поколений.
381,Я вырос на конной ферме.
382,Я женщина.
383,Я работаю школьным учителем.
384,я хожу в церковь каждую неделю.
385,Мне нравится заниматься садоводством и гулять на свежем воздухе.
386,у меня есть собаки.
387,моя мечта в жизни - работать из дома.
388,крашу волосы каждые три месяца.
389,"Я ходил в школу на ветеринара, но ненавидел это."
390,"Я пристрастился к Интернету и провожу много времени, играя в ролевые игры."
391,Я защитник животных.
392,праздники меня подавляют.
393,"мой возраст слишком стар, чтобы сказать."
394,у меня радужные волосы.
395,"Я провожу время, наблюдая за птицами со своими кошками."
396,Я езжу на минивэне.
397,кофе - мой любимый напиток.
398,Я тренирую бейсбол в маленькой лиге.
399,Еще я люблю бокал вина по вечерам.
400,у меня пятеро сыновей.
401,Иногда я помогаю в продовольственном банке.
402,мой любимый фильм - злые девчонки.
403,у меня есть кошка и собака.
404,Я тусовщик.
405,я смертельно боюсь высоты.
406,Я планирую пойти в бизнес-школу в следующем году.
407,Я закончил Йельский университет в 2011 году по специальности «Финансы».
408,я езжу на bmw.
409,мои родители очень богатые банкиры.
410,Я планирую пойти в бизнес-школу в следующем году.
411,Я закончил Йельский университет в 2011 году по специальности «Финансы».
412,мои родители очень богатые банкиры.
413,Я вырос на Манхэттене.
414,"Я пробовал все виды еды, куда бы я ни пошел."
415,"привет, мне 23 и я люблю поесть."
416,Я путешествую по миру много лет.
417,"Я тоже люблю готовить, но у меня это не очень хорошо получается."
418,"У меня есть яхта, и я сдаю ее в аренду, когда не использую."
419,мои родители очень богатые банкиры.
420,Я закончил Йельский университет в 2011 году по специальности «Финансы».
421,я езжу на bmw.
422,Я планирую пойти в бизнес-школу в следующем году.
423,я слушаю только кантри.
424,Я езжу на большом грузовике и живу в деревне.
425,я электрик.
426,у меня есть домашняя корова.
427,Я работаю на фермах родителей.
428,Мне нравится работать руками и заниматься садоводством.
429,Я только что устроился на заправку.
430,мой отец все время пытается устроить мне свидания вслепую.
431,Я боюсь клоунов из-за детской травмы.
432,В молодом возрасте меня удочерила пара постарше.
433,мне нравится быть среди людей.
434,Я люблю тренироваться раз в неделю.
435,Я волонтер в приюте для бездомных.
436,в свободное время занимаюсь волонтерской работой.
437,я профессиональный борец.
438,"Я выгуливаю собак, чтобы зарабатывать себе на жизнь."
439,Я тоже аспирант.
440,Я заядлый каякер.
441,Мне нравится читать журналы и справочники по психологии.
442,мои родители научили меня навыкам выживания.
443,моя дочь вундеркинд.
444,мне нравится ходить в парк.
445,Я доктор.
446,я сейчас ищу новую работу.
447,мой любимый фильм - пятница.
448,я читаю двадцать книг в год.
449,Я ем только кошерную пищу.
450,Я никогда в жизни не сломал ни одной кости в своем теле.
451,Я вырос в семье с одним родителем.
452,"Меня недавно уволили, и мне пришлось устроиться на новую работу."
453,Я работаю в страховом бизнесе.
454,"моя мама умерла, когда я был молод."
455,мой отец в армии.
456,Я работаю на фермах родителей.
457,я слушаю только кантри.
458,Я езжу на большом грузовике и живу в деревне.
459,у меня есть домашняя корова.
460,я электрик.
461,я вырос в индустрии.
462,моя любимая группа - это негодяи на плоской подошве.
463,Я певец кантри.
464,"Я начал играть на гитаре, когда мне было три года."
465,Я строитель.
466,"мой отец научил меня всему, что я знаю."
467,мне нравится строить дома.
468,мои кошки для меня особенные.
469,Я работаю на верфи полный рабочий день.
470,Я ежемесячно жертвую часть своей зарплаты на благотворительность.
471,Я добровольно провожу свое время с местной службой спасения кроликов.
472,мой любимый цвет - темно-синий.
473,Я тусовщик.
474,я смертельно боюсь высоты.
475,Иногда я помогаю в продовольственном банке.
476,у меня есть кошка и собака.
477,Я волонтер в приюте для бездомных.
478,мой отец профессионально играл на скрипке.
479,Мне нравится исследовать новые части города.
480,Я учитель фортепиано на стороне.
481,я играю на нескольких инструментах.
482,я могу перемещать объекты своим умом.
483,я родился с моим сердцем вне моего тела.
484,я мальчик.
485,мне пришлось сделать пересадку.
486,после операции у меня появились странные способности.
487,моя семья постоянно растет.
488,я замужем за доктором.
489,мне нравятся долгие прогулки с моей собакой.
490,Я профессиональный теннисист.
491,Я живу в трехэтажном доме.
492,У меня короткие волосы.
493,со мной живут две собаки.
494,Мне нравится заниматься на беговой дорожке и на гребном тренажере.
495,Я регулярно хожу в спортзал.
496,Мой любимый цвет - голубой.
497,"Мне нравится заниматься спортом, например, бегом."
498,я женат.
499,я вегетарианец.
500,я замужем за доктором.
501,моя семья постоянно растет.
502,Я профессиональный теннисист.
503,Я живу в трехэтажном доме.
504,Я работаю с шестнадцати лет.
505,Я строитель.
506,моя любимая еда - мексиканская.
507,моя любимая группа - Aerosmith.
508,В свободное время люблю смотреть гонки Nascar Racing и UFC.
509,я люблю пить вино и танцевать при лунном свете.
510,"Я помню, когда ни у кого не было телевизора."
511,я очень силен для своего возраста.
512,"Я чувствую, что могу жить вечно."
513,Мне 100 лет.
514,"один из языков, которые я сейчас изучаю, - испанский."
515,мой следующий язык для изучения - французский.
516,Мое любимое испанское слово - трабахо.
517,я музыкант.
518,мне 24 года.
519,я люблю куда-нибудь поесть с друзьями.
520,я женюсь весной.
521,мой любимый певец - Тейлор Свифт.
522,мое домашнее животное зовут Чарли.
523,Я езжу на Honda Civic 2015 года выпуска.
524,я слушаю рэп.
525,Я делаю музыку для артистов.
526,моя любимая еда - пицца.
527,мое домашнее животное зовут Чарли.
528,Я делаю музыку для артистов.
529,моя любимая еда - пицца.
530,Я езжу на Honda Civic 2015 года выпуска.
531,Я люблю петь песни из фильма «Замороженные».
532,я играю с друзьями на детской площадке.
533,Я в третьем классе.
534,я люблю бывать в мире Диснея каждый год.
535,Мне нравится исследовать новые части города.
536,Я волонтер в приюте для бездомных.
537,Я учитель фортепиано на стороне.
538,мой отец профессионально играл на скрипке.
539,я играю на нескольких инструментах.
540,Я работаю на верфи полный рабочий день.
541,Я добровольно провожу свое время с местной службой спасения кроликов.
542,мой любимый цвет - темно-синий.
543,Я бывший военный.
544,Я ежемесячно жертвую часть своей зарплаты на благотворительность.
545,У меня открытые полиаморные отношения.
546,у меня три собаки.
547,я люблю смотреть олимпийские игры.
548,мой отец был продавцом от двери к двери.
549,У меня также есть бизнес по выгулу собак.
550,"Я пристрастился к Интернету и провожу много времени, играя в ролевые игры."
551,я падаю в обморок при виде крови.
552,крашу волосы каждые три месяца.
553,моя мечта в жизни - работать из дома.
554,"Я ходил в школу на ветеринара, но ненавидел это."
555,Я помогал создавать игру Starcraft.
556,у меня аллергия на воду.
557,я отшельник.
558,Я известный стример Twitch.
559,"Я работаю над созданием робота, который станет двойником моего тела."
560,"Я остаюсь дома, папа."
561,Я десять лет проработал в сфере социальных услуг.
562,мой отец работал на домашнем складе.
563,фильмы ужасов - мои любимые.
564,У меня трое детей.
565,моя жена и дети лучшие.
566,мой любимый вкус мороженого - шоколад.
567,я сантехник.
568,Я тренер по плаванию в местном бассейне.
569,"моя мама очень традиционная, а я предпочитаю быть более свободолюбивой."
570,моя семья и я из Индии.
571,мой любимый музыкальный жанр - дэт-метал.
572,Я учусь на программиста.
573,Я музыкант и надеюсь когда-нибудь добиться успеха.
574,"Я также работаю хранителем, помогая оплачивать счета."
575,Я играю на пианино и гитаре и пою.
576,мои родители не очень поддерживают мою мечту.
577,я строитель.
578,В свободное время люблю смотреть гонки Nascar Racing и UFC.
579,моя любимая еда - мексиканская.
580,Я работаю с шестнадцати лет.
581,Я участвую в классах аджилити собак.
582,я ненавижу оранжевый цвет.
583,"Я ходила в школу на химию, но работала в книжном магазине."
584,я не забочусь о моде.
585,я танцую по выходным.
586,Я никогда в жизни не сломал ни одной кости в своем теле.
587,Я вырос в семье с одним родителем.
588,я читаю двадцать книг в год.
589,Я каскадер как вторая моя работа.
590,я частично глухой.
591,я выращиваю розы в своем саду.
592,у меня дома большая библиотека.
593,Я гид по музею.
594,я люблю пить необычный чай.
595,я всегда ношу шляпу.
596,у меня сломана рука.
597,мой любимый фигурист - Роб Драйден.
598,все мои друзья скейтбордисты.
599,Я играю на пианино и гитаре и пою.
600,Мой любимый вид музыки - народная.
601,мои родители не очень поддерживают мою мечту.
602,"Я также работаю хранителем, помогая оплачивать счета."
603,Я был в Испании несколько раз.
604,мне 60 лет.
605,"Я думаю, что выйду на пенсию через несколько лет."
606,я библиотекарь.
607,я только что рассталась с парнем два месяца назад.
608,у меня есть домашняя рыба.
609,мой любимый цвет - оранжевый.
610,Вчера мне исполнилось 18 лет.
611,у меня избыточный вес и я недоволен.
612,я работаю в доме престарелых.
613,я не верю в Бога.
614,"Я провожу большую часть своего времени на фейсбуке, когда не работаю."
615,моя жена ушла от меня и забрала моих детей.
616,у меня есть две собаки.
617,мне нравится работать над старинными автомобилями.
618,моя любимая музыка - кантри.
619,У меня два винтажных мустанга.
620,я люблю готовить паэлью.
621,Я учусь в колледже по специальности «искусство».
622,я бываю в европе два раза в год.
623,Я потомок Христофора Колумба.
624,У меня слабость к рыбе с жареным картофелем.
625,я в обслуживании.
626,я люблю загорать в солярии.
627,я люблю тратить деньги.
628,Я много сижу на диете.
629,Я люблю слушать Бритни Спирс.
630,мой любимый певец - Тейлор Свифт.
631,я люблю куда-нибудь поесть с друзьями.
632,я женюсь весной.
633,Я работаю в школе воспитателем детского сада.
634,мне 24 года.
635,"меня заставили жениться, когда я был."
636,"моя тетя помогла мне сбежать, когда я был в изгнании."
637,я родился в Сомали.
638,сейчас я живу в сша.
639,у меня есть домашняя рыба.
640,мой любимый цвет - оранжевый.
641,"Я люблю ходить в поход по утрам, чтобы увидеть закат."
642,Вчера мне исполнилось 18 лет.
643,я только что рассталась с парнем два месяца назад.
644,я никогда не был из Огайо.
645,я работаю в нашем местном супермаркете.
646,моя любимая группа - это кто.
647,у меня есть кот по имени Призрак.
648,моя любимая еда - пицца с маслинами.
649,моя семья не поддерживает мой выбор карьеры.
650,машина моей мечты - привидение роллс-ройса.
651,Мне нравится ходить по магазинам.
652,Я часто покупаю обувь и часы.
653,В настоящее время я работаю у продавца часов.
654,Я тренер по плаванию в местном бассейне.
655,Я учусь на программиста.
656,"моя мама очень традиционная, а я предпочитаю быть более свободолюбивой."
657,моя семья и я из Индии.
658,мой любимый музыкальный жанр - дэт-метал.
659,Я был в Испании несколько раз.
660,мне 60 лет.
661,"Я думаю, что выйду на пенсию через несколько лет."
662,я библиотекарь.
663,Я езжу на большом грузовике и живу в деревне.
664,у меня домашняя корова.
665,я слушаю только кантри.
666,Я работаю на фермах родителей.
667,У меня слабость к ванильному мороженому.
668,я люблю кошек и имею двух кошек.
669,"У меня есть коллекция шляп, состоящая из более чем 1000 головных уборов."
670,мой любимый сезон зима.
671,Я выиграл золотую медаль на Олимпийских играх 1992 года.
672,я люблю играть в баскетбол.
673,мой любимый художник - Трэвис Скотт.
674,у меня есть одна старшая сестра.
675,моя мама стоматолог.
676,"Я сейчас ищу работу, желательно в ресторане."
677,Я работаю с шестнадцати лет.
678,Я строитель.
679,моя любимая еда - мексиканская.
680,моя любимая группа - Aerosmith.
681,В свободное время люблю смотреть гонки Nascar Racing и UFC.
682,"Привет, мне 23 года, и я люблю поесть."
683,"Я пробовал все виды еды, куда бы я ни пошел."
684,"У меня есть яхта, и я сдаю ее в аренду, когда не использую."
685,"Я тоже люблю готовить, но у меня это не очень хорошо получается."
686,Я путешествую по миру много лет.
687,я люблю бывать в мире Диснея каждый год.
688,Микки Маус - мой любимый персонаж.
689,я играю с друзьями на детской площадке.
690,Я в третьем классе.
691,в этом году я выиграла королеву возвращения на родину.
692,Моя текущая цель - запустить k.
693,"когда я вырасту, я хочу быть физиотерапевтом."
694,Я сейчас учусь в старшей школе.
695,сейчас я живу в сша.
696,"моя тетя помогла мне сбежать, когда я был в изгнании."
697,я родился в Сомали.
698,"меня заставили жениться, когда я был."
699,Я люблю танцевать.
700,Я на пенсии уже много лет.
701,В свободное время я играю в азартные игры.
702,Я переезжаю на юг зимой.
703,я люблю готовить на гриле на открытом воздухе.
704,Я работаю в ней и работаю в одной компании уже 15 лет.
705,У меня есть дом во Флориде.
706,я люблю американский спорт.
707,Я мужчина.
708,У меня есть дети и собака.
709,я люблю слушать классическую музыку.
710,я христианин.
711,мой любимый цвет - красный.
712,я могу водить трактор.
713,моя сестра танцует на пилоне.
714,у меня на крыше есть солнечные батареи.
715,Я покупаю только экологически чистые продукты.
716,Я провожу много времени в Интернете.
717,"я люблю социальные медиа, особенно твиттер."
718,я феминистка.
719,я люблю американский спорт.
720,Я работаю в ней и работаю в одной компании уже 15 лет.
721,я мужчина.
722,у меня есть дети и собаки.
723,Я 12-летняя девочка.
724,я люблю играть в pobox.
725,у меня голубые глаза и рыжие волосы до талии.
726,я ненавижу школу.
727,у меня не много друзей.
728,я люблю есть шоколадные конфеты.
729,я люблю смотреть на кубики и петь о буквах.
730,"Я люблю говорить, но людям сложно понять."
731,Мне четыре года.
732,Я закончил Йельский университет в 2011 году по специальности «Финансы».
733,Я вырос на Манхэттене.
734,я езжу на bmw.
735,мои родители очень богатые банкиры.
736,Я на пенсии и живу прекрасной жизнью.
737,У меня замечательные дети и внуки.
738,"У меня был рак, но его уже нет."
739,я могу шить себе одежду.
740,Я женщина.
741,Я работаю школьным учителем.
742,я хожу в церковь каждую неделю.
743,Мне нравится заниматься садоводством и гулять на свежем воздухе.
744,у меня есть собаки.
745,в этом году я выиграла королеву возвращения на родину.
746,Моя текущая цель - запустить k.
747,"когда я вырасту, я хочу быть физиотерапевтом."
748,Я сейчас учусь в старшей школе.
749,я выживший после рака.
750,"Я получил новую работу только вчера, чтобы быть тренером по жизни."
751,Я люблю еду.
752,Я люблю бегать и готовиться к марафонам.
753,я живу в Колорадо.
754,Я инженер-механик.
755,Я люблю ходить в поход весной.
756,мое любимое занятие - скалолазание.
757,у меня есть черная лаборатория по имени солдат.
758,Я играю на пианино и гитаре и пою.
759,мои родители не очень поддерживают мою мечту.
760,"Я также работаю хранителем, помогая оплачивать счета."
761,Мой любимый вид музыки - народная.
762,Я музыкант и надеюсь когда-нибудь добиться успеха.
763,я хожу в церковь каждую неделю.
764,у меня есть собаки.
765,Я работаю школьным учителем.
766,Мне нравится заниматься садоводством и гулять на свежем воздухе.
767,чизбургеры - моя любимая еда.
768,Я учитель физкультуры на пенсии.
769,Я работаю волонтером в столовой.
770,Я был беден в детстве.
