,Sentence
153,من همچنین یک تجارت سگ راه رفتن دارم.
154,از بودن در کنار مردم لذت می برم
155,من دوست دارم یک بار در هفته تمرین کنم.
156,من در یک پناهگاه بی خانمان داوطلب هستم.
157,در اوقات فراغت کار داوطلبانه انجام می دهم.
158,من یک کشتی گیر حرفه ای هستم
159,من یک دختر 12 ساله هستم
160,من عاشق بازی پوباکس هستم
161,من چشم های آبی و موهای قرمز دارم که تا کمرم می آید.
162,من از مدرسه متنفرم
163,من دوستان زیادی ندارم
164,من در کالیفرنیا زندگی می کنم اما بازار هنرمندان ضبط سال گذشته مرده بود.
165,من یک مهندس ضبط هستم و صاحب استودیوی خودم هستم.
166,چه خبر من یک پدر مجرد 46 ساله هستم، 46 بچه هستم.
167,سابقم خیانت کرد و مرا برای وکیل گذاشت.
168,ترجیح میدم داخل باشم
169,من فقط می خواهم با دوستانم خوش بگذرانم
170,من کار کردم من یک کار نیمه وقت در برگر کینگ دارم.
171,من 19 ساله هستم و نمی توانم صبر کنم تا 19 پدر و مادرم را ترک کنم.
172,آنها مدام پشت من هستند.
173,من نه مشروب میخورم نه موادمخدر یا هیچ چیز دیگری نمیخورم.
174,من یک هوندا سیویک 2015 رانندگی می کنم.
175,غذای مورد علاقه من پیتزا است.
176,من به موسیقی رپ گوش می دهم
177,من برای هنرمندان موسیقی تولید می کنم.
178,نام حیوان خانگی من چارلی است.
179,مادر من بسیار سنتی است در حالی که من ترجیح می دهم آزادتر باشم.
180,من و خانواده ام اهل هند هستیم.
181,سبک موسیقی مورد علاقه من دث متال است.
182,من یک مربی شنا در استخر محلی خود هستم.
183,پدرم به صورت حرفه ای ویولن می نواخت.
184,من یک معلم پیانو هستم.
185,من از کاوش در بخش های جدید شهر لذت می برم.
186,من در پناهگاه بی خانمان ها داوطلب می شوم.
187,من زمان زیادی را صرف مرور اینترنت می کنم.
188,من یک فمینیست هستم
189,من فقط محصولات غذایی ارگانیک میخرم
190,من پنل های خورشیدی روی سقفم دارم
191,فعالیت مورد علاقه من صخره نوردی است.
192,من یک مهندس مکانیک هستم
193,من دوست دارم در بهار پیاده روی کنم.
194,من در کلرادو زندگی می کنم
195,تعطیلات من را افسرده می کند
196,من موهای رنگین کمانی دارم
197,سن من برای گفتن خیلی پیر است
198,من یک فعال حیوانات هستم
199,من وقتم را به تماشای پرنده با گربه هایم می گذرانم.
200,من عاشق آشپزی هستم اما از ماهیگیری نیز لذت می برم.
201,من هم عاشق کتاب های کمیک هستم.
202,سلام نام من لری است و من یک آشپز هستم.
203,اگر در آشپزخانه آشپزی نمی کنم، قطعاً در آب هستم.
204,من از دبیرستان فارغ التحصیل نشدم
205,غذای مورد علاقه من شاورما است.
206,من در ارتش هستم
207,پدربزرگ من در جنگ جهانی خدمت کرده است.
208,گروه مورد علاقه من راسكال فلتس است.
209,ما تابستان ها را در پارک های ملی گذراندیم.
210,من در صنعت بزرگ شدم
211,من یک خواننده موسیقی کانتری هستم
212,من خانواده صفری دارم که به آنها نزدیک هستم.
213,اسم من جورج است.
214,غذای مورد علاقه من پاپایا است.
215,من یک کشاورز زنبور عسل هستم
216,من با یک سوپر مدل ایتالیایی ازدواج کردم.
217,اسم من جورج است.
218,من خانواده صفری دارم که به آنها نزدیک هستم.
219,غذای مورد علاقه من پاپایا است.
220,من با یک سوپر مدل ایتالیایی ازدواج کردم.
221,من یک کشاورز زنبور عسل هستم
222,من عاشق شکلات تخته ای هستم
223,من ویولن و گیتار میزنم
224,من چینی صحبت میکنم.
225,پدرم برقکار است
226,من پینگ پنگ بازی میکنم
227,من عاشق خواندن آهنگ های فیلم یخ زده هستم.
228,من با دوستانم در زمین بازی بازی می کنم.
229,میکی موس شخصیت مورد علاقه من است.
230,من دوست دارم هر سال به دنیای دیزنی بروم.
231,من کلاس سوم هستم
232,من دوست دارم همبرگر و سیب زمینی سرخ کرده بخورم.
233,من دوست دارم پیاده روی کنم
234,من نوشابه نمیخورم
235,من یک دوست پسر دارم.
236,من در یک خانه زندگی میکنم.
237,من کار طول کشید من یک کار نیمه وقت در برگر کینگ دارم.
238,من 19 ساله هستم و نمی توانم صبر کنم تا 19 پدر و مادرم را ترک کنم.
239,من نه مشروب میخورم نه موادمخدر یا هیچ چیز دیگری نمیخورم.
240,آنها مدام پشت من هستند
241,من فقط می خواهم با دوستانم خوش بگذرانم
242,من به انگلیسی اسپانیایی و فرانسوی مسلط هستم.
243,رنگ های مورد علاقه من قرمز و نقره ای هستند.
244,من به عکاسی علاقه دارم و دوست دارم عکس بگیرم.
245,من و دوست پسرم هفته آینده با هم به یک آپارتمان نقل مکان می کنیم.
246,من معلم دبستان هستم
247,من تاکو دوست دارم.
248,من یک برادر دارم.
249,من سه خواهر دارم
250,من سگها را دوست دارم.
251,من در آلاباما زندگی می کنم
252,من تاکو دوست دارم.
253,من سه خواهر دارم
254,من سگها را دوست دارم.
255,من در آلاباما زندگی می کنم
256,من یک برادر دارم.
257,من مجردم و دو تا سگ دارم
258,من الکل نمیخورم
259,من دوست دارم شطرنج بازی کنم
260,من در سی سالگی هستم
261,من در آلاسکا زندگی می کنم
262,من کارم را رها کردم تا تمام وقت معنویت را دنبال کنم.
263,من یک بودایی هستم
264,من سه ماهه حرف نزدم
265,من مدیتیشن را دوست دارم
266,پدر و مادر من هر دو بسیار ورزشکار بودند.
267,من عاشق دویدن و آماده شدن برای ماراتن هستم.
268,من همین دیروز شغل جدیدی پیدا کردم تا مربی زندگی باشم.
269,من یک پاک خوار هستم
270,من اهل یک شهر کوچک هستم
271,من می خواهم وکیل شوم.
272,خانواده من برای یک نسل اسب پرورش داده اند.
273,من در مزرعه اسب بزرگ شدم.
274,من دو بچه بزرگ دارم که هرگز به آنها سر نمی زنند.
275,من در مورد تسلط بر دنیا خیال پردازی می کنم.
276,من یک زن 56 ساله هستم.
277,من قبلا نقاش بودم اما الان خانه دار هستم.
278,من برای محافظت از سرم کلاه ایمنی به سر می کنم.
279,حمل و نقل اصلی من موتور من است.
280,من پوست روشن با چشمان قهوه ای درشت دارم.
281,قرمز با نوار آبی است بنابراین وقتی مسابقه می دهم براق است.
282,من عاشق خواندن آهنگ های فیلم یخ زده هستم.
283,من کلاس سوم هستم
284,من با دوستانم در زمین بازی بازی می کنم.
285,من دوست دارم هر سال به دنیای دیزنی بروم.
286,میکی موس شخصیت مورد علاقه من است.
287,اسکیت باز مورد علاقه من راب درایدن است.
288,من دستم شکسته
289,من یک اسکیت بورد هستم
290,دوستان من همه اسکیت بورد هستند.
291,من همیشه کلاه بر سر دارم
292,من زمان زیادی را صرف مرور اینترنت می کنم.
293,من یک فمینیست هستم
294,من فقط محصولات غذایی ارگانیک میخرم
295,من پنل های خورشیدی روی سقفم دارم
296,نوع مورد علاقه من فیلم مستند است.
297,من هر هفته یک کتاب می خوانم
298,من سه ماه پیش کار جدیدی را به عنوان پدر شروع کردم.
299,من با شوهرم در پنسیلوانیا زندگی می کنم.
300,من به مد اهمیتی نمی دهم
301,من برای شیمی به مدرسه رفتم اما در یک کتابفروشی کار می کنم.
302,من از رنگ نارنجی متنفرم
303,من آخر هفته ها می رقصم
304,من می خواهم وکیل شوم.
305,خانواده من برای یک نسل اسب پرورش داده اند.
306,من اهل یک شهر کوچک هستم
307,من در مزرعه اسب بزرگ شدم.
308,من به عکاسی علاقه دارم و دوست دارم عکس بگیرم.
309,من به انگلیسی اسپانیایی و فرانسوی مسلط هستم.
310,من معلم دبستان هستم
311,رنگ های مورد علاقه من قرمز و نقره ای هستند.
312,من و دوست پسرم هفته آینده با هم به یک آپارتمان نقل مکان می کنیم.
313,من به مراقبت از مزارع کمک می کنم.
314,من دوست دارم اسب سواری کنم
315,پدرم کشاورز است
316,من دوست دارم در حین کار به موسیقی راک گوش کنم.
317,من به عکاسی علاقه دارم و دوست دارم عکس بگیرم.
318,من و دوست پسرم هفته آینده با هم به یک آپارتمان نقل مکان می کنیم.
319,من معلم دبستان هستم
320,من به انگلیسی اسپانیایی و فرانسوی مسلط هستم.
321,من شبها در یک بار کار می کنم تا هزینه دانشگاه را پرداخت کنم.
322,من مرغ دوست ندارم
323,من موهای بلوند و چشمان آبی دارم
324,من در دانشگاه هستم تا پرستار شوم.
325,من نه مشروب میخورم نه موادمخدر یا هیچ چیز دیگری نمیخورم.
326,من کار کردم من یک کار نیمه وقت در برگر کینگ دارم.
327,من فقط می خواهم با دوستانم خوش بگذرانم
328,من 19 ساله هستم و نمی توانم صبر کنم تا 19 پدر و مادرم را ترک کنم.
329,آنها مدام پشت من هستند
330,من از عقرب می ترسم
331,رنگ مورد علاقه من خاکستری است
332,من در خدمات پستی ایالات متحده مشغول به کار هستم.
333,پدرم برای نسکار ماشین سواری کرد.
334,من عاشق شکلات تخته ای هستم
335,من ویولن و گیتار میزنم
336,پدرم برقکار است
337,من پینگ پنگ بازی میکنم
338,من دو موستانگ قدیمی دارم.
339,موسیقی مورد علاقه من کشور است.
340,من دوست دارم روی ماشین های قدیمی کار کنم.
341,من دو تا سگ دارم
342,من 5 گربه دارم
343,من یک کارگر ساختمانی هستم
344,گربه های من برای من بسیار خاص هستند.
345,من از ساختن خانه لذت می برم
346,سوار اتوبوس می شوم به مدرسه
347,برادرم از من بزرگتر است
348,من 13 ساله هستم.
349,از کلاس ریاضی متنفرم
350,چیزبرگر غذای مورد علاقه من است.
351,من در بزرگ شدن فقیر بودم
352,من یک معلم بازنشسته ورزشگاه هستم.
353,من در یک سوپ آشپزی داوطلب می شوم.
354,من دوست دارم مستند جنگ ببینم
355,من سه فرزند دارم
356,همسر و بچه های من بهترین هستند
357,طعم بستنی مورد علاقه من شکلاتی است.
358,من یک لوله کش هستم
359,من فقط محصولات غذایی ارگانیک میخرم
360,من عاشق رسانه های اجتماعی به خصوص توییتر هستم.
361,من زمان زیادی را صرف مرور اینترنت می کنم.
362,من یک فمینیست هستم
363,من در کلاس های چابکی سگ مسابقه می دهم.
364,من از رنگ نارنجی متنفرم
365,من برای شیمی به مدرسه رفتم اما در یک کتابفروشی کار می کنم.
366,من به مد اهمیتی نمی دهم
367,من آخر هفته ها می رقصم
368,من برای محافظت از سرم کلاه ایمنی به سر می کنم.
369,قرمز با نوار آبی است بنابراین وقتی مسابقه می دهم براق است.
370,من در طول روز پیشخدمت هستم تا درآمدم را تکمیل کنم.
371,من پوست روشن با چشمان قهوه ای درشت دارم.
372,حمل و نقل اصلی من موتور من است.
373,احساس می کنم ممکن است برای همیشه زندگی کنم
374,من 100 ساله هستم
375,من عاشق نوشیدن شراب و رقصیدن در نور ماه هستم.
376,یادم می آید زمانی که هیچکس تلویزیون نداشت.
377,من نسبت به سنم خیلی قوی هستم
378,من اهل یک شهر کوچک هستم
379,من می خواهم وکیل شوم.
380,خانواده من برای یک نسل اسب پرورش داده اند.
381,من در مزرعه اسب بزرگ شدم.
382,من یک زن هستم
383,من به عنوان معلم مدرسه کار می کنم
384,من هر هفته به کلیسا می روم
385,من از باغبانی و پیاده روی در فضای باز لذت می برم.
386,من یک سگ دارم
387,رویای من در زندگی این است که از خانه کار کنم.
388,من هر سه ماه یکبار موهایم را رنگ می کنم.
389,من برای دامپزشکی به مدرسه رفتم اما از آن متنفر بودم.
390,من به اینترنت اعتیاد دارم و زمان زیادی را صرف بازی های نقش آفرینی می کنم.
391,من یک فعال حیوانات هستم
392,تعطیلات من را افسرده می کند
393,سن من برای گفتن خیلی پیر است
394,من موهای رنگین کمانی دارم
395,من وقتم را به تماشای پرنده با گربه هایم می گذرانم.
396,من سوار یک مینی ون هستم
397,قهوه نوشیدنی مورد علاقه من است
398,من مربی بیسبال لیگ کوچک هستم.
399,من همچنین یک لیوان شراب را در عصرها دوست دارم.
400,من پنج پسر دارم
401,من گاهی اوقات در بانک مواد غذایی کمک می کنم.
402,فیلم مورد علاقه من دختران بدجنس است.
403,من یک گربه و یک سگ دارم
404,من یک حیوان مهمانی هستم
405,من از ارتفاع می ترسم
406,من قصد دارم سال آینده به مدرسه بازرگانی بروم.
407,من در سال 2011 با مدرک مالی از دانشگاه ییل فارغ التحصیل شدم.
408,من بی ام و می رانم
409,پدر و مادر من بانکدار بسیار ثروتمندی هستند.
410,من قصد دارم سال آینده به مدرسه بازرگانی بروم.
411,من در سال 2011 با مدرک مالی از دانشگاه ییل فارغ التحصیل شدم.
412,پدر و مادر من بانکدار بسیار ثروتمندی هستند.
413,من در منهتن بزرگ شدم
414,من هر جا که می روم همه نوع غذا را امتحان کرده ام.
415,سلام من 23 ساله هستم و عاشق غذا هستم.
416,من یک سال است که به دنیا سفر می کنم.
417,من هم دوست دارم آشپزی کنم اما در آن خیلی خوب نیستم.
418,من یک قایق تفریحی دارم و زمانی که از آن استفاده نمی کنم آن را اجاره می کنم.
419,پدر و مادر من بانکدار بسیار ثروتمندی هستند.
420,من در سال 2011 با مدرک مالی از دانشگاه ییل فارغ التحصیل شدم.
421,من بی ام و می رانم
422,من قصد دارم سال آینده به مدرسه بازرگانی بروم.
423,من فقط به موسیقی کانتری گوش می دهم.
424,من یک کامیون بزرگ رانندگی می کنم و در کشور زندگی می کنم.
425,من یک برقکار هستم
426,من یک گاو حیوان خانگی دارم
427,من در مزرعه پدر و مادرم کار می کنم.
428,من از کار با دستانم لذت می برم و عاشق باغبانی هستم.
429,من تازه در پمپ بنزین کار پیدا کردم.
430,پدرم مدام سعی می کند مرا در قرار ملاقات های کور قرار دهد.
431,من به دلیل آسیب های دوران کودکی از دلقک ها می ترسم.
432,من در سن جوانی به یک زوج بزرگتر به فرزندی قبول شدم.
433,از بودن در کنار مردم لذت می برم
434,من دوست دارم یک بار در هفته تمرین کنم.
435,من در یک پناهگاه بی خانمان داوطلب هستم.
436,در اوقات فراغت کار داوطلبانه انجام می دهم.
437,من یک کشتی گیر حرفه ای هستم
438,من برای امرار معاش سگ ها را پیاده می کنم
439,من هم دانشجوی کارشناسی ارشد هستم
440,من یک قایق سواری مشتاق هستم
441,من از خواندن مجلات و راهنماهای مرتبط با روانشناسی لذت می برم.
442,والدینم مهارت های بقا را به من آموختند.
443,دختر من یک کودک اعجوبه است.
444,از رفتن به پارک لذت می برم
445,من دکتر هستم.
446,من الان دنبال کار جدید هستم
447,فیلم مورد علاقه من جمعه است
448,من سالی بیست کتاب می خوانم
449,من فقط کوشر میخورم
450,من هرگز در عمرم استخوانی در بدنم نشکنم.
451,من در یک خانواده تک والد بزرگ شدم.
452,من اخیراً اخراج شدم و مجبور شدم شغل جدیدی پیدا کنم.
453,من در تجارت بیمه کار می کنم
454,وقتی من جوان بودم مادرم فوت کرد
455,پدرم سربازی است
456,من در مزرعه پدر و مادرم کار می کنم.
457,من فقط به موسیقی کانتری گوش می دهم.
458,من یک کامیون بزرگ رانندگی می کنم و در کشور زندگی می کنم.
459,من یک گاو حیوان خانگی دارم
460,من یک برقکار هستم
461,من در صنعت بزرگ شدم
462,گروه مورد علاقه من راسكال فلتس است.
463,من یک خواننده موسیقی کانتری هستم
464,از سه سالگی شروع به نواختن گیتار کردم.
465,من یک کارگر ساختمانی هستم
466,بابام هر چی میدونم بهم یاد داد
467,من از ساختن خانه لذت می برم
468,گربه های من برای من بسیار خاص هستند.
469,من تمام وقت در یک کارخانه کشتی سازی کار می کنم.
470,من هر ماه بخشی از حقوقم را به امور خیریه اهدا می کنم.
471,من وقتم را به صورت داوطلبانه با نجات یک اسم حیوان دست اموز محلی می گذرانم.
472,رنگ مورد علاقه من آبی سرمه ای است
473,من یک حیوان مهمانی هستم
474,من از ارتفاع می ترسم
475,من گاهی اوقات در بانک مواد غذایی کمک می کنم.
476,من یک گربه و یک سگ دارم
477,من در پناهگاه بی خانمان ها داوطلب می شوم.
478,پدرم به صورت حرفه ای ویولن می نواخت.
479,من از کاوش در بخش های جدید شهر لذت می برم.
480,من یک معلم پیانو هستم.
481,چند ساز میزنم
482,من می توانم اجسام را با ذهنم حرکت دهم.
483,من با قلب خارج از بدنم متولد شدم.
484,من یک پسرم.
485,مجبور شدم پیوند انجام دهم
486,از زمان جراحی قدرت های عجیبی داشتم.
487,خانواده من به طور مداوم در حال رشد است.
488,من با یک دکتر ازدواج کردم
489,من از پیاده روی طولانی با سگم لذت می برم.
490,من یک تنیس باز حرفه ای هستم
491,من در یک خانه سه طبقه زندگی می کنم
492,من موهای کوتاهی دارم.
493,دو سگ با من زندگی می کنند
494,من کار کردن با تردمیل و دستگاه پارویی را دوست دارم.
495,من به طور منظم به باشگاه می روم
496,رنگ مورد علاقه من آبی است.
497,من از ورزش هایی مانند دویدن لذت می برم.
498,من ازدواج کرده ام.
499,من گیاهخوارم.
500,من با یک دکتر ازدواج کرده ام
501,خانواده من به طور مداوم در حال رشد است.
502,من یک تنیس باز حرفه ای هستم
503,من در یک خانه سه طبقه زندگی می کنم
504,من از شانزده سالگی کار می کردم.
505,من یک کارگر ساختمانی هستم
506,غذای مورد علاقه من غذای مکزیکی است.
507,گروه مورد علاقه من aerosmith است.
508,در وقت آزادم دوست دارم مسابقات نسکار و ufc را تماشا کنم.
509,من عاشق نوشیدن شراب و رقصیدن در نور ماه هستم.
510,یادم می آید زمانی که هیچکس تلویزیون نداشت.
511,من نسبت به سنم خیلی قوی هستم
512,احساس می کنم ممکن است برای همیشه زندگی کنم
513,من 100 ساله هستم
514,یکی از زبان هایی که در حال حاضر مشغول مطالعه آن هستم اسپانیایی است.
515,زبان بعدی من برای مطالعه فرانسوی است.
516,کلمه اسپانیایی مورد علاقه من تراباجو است.
517,من یک نوازنده هستم
518,من 24 سال سن دارم.
519,من عاشق غذا خوردن بیرون با دوستان هستم
520,من در بهار ازدواج می کنم
521,خواننده مورد علاقه من تیلور سویفت است.
522,نام حیوان خانگی من چارلی است.
523,من یک هوندا سیویک 2015 رانندگی می کنم.
524,من به موسیقی رپ گوش می دهم
525,من برای هنرمندان موسیقی تولید می کنم.
526,غذای مورد علاقه من پیتزا است.
527,نام حیوان خانگی من چارلی است.
528,من برای هنرمندان موسیقی تولید می کنم.
529,غذای مورد علاقه من پیتزا است.
530,من یک هوندا سیویک 2015 رانندگی می کنم.
531,من عاشق خواندن آهنگ های فیلم یخ زده هستم.
532,من با دوستانم در زمین بازی بازی می کنم.
533,من کلاس سوم هستم
534,من دوست دارم هر سال به دنیای دیزنی بروم.
535,من از کاوش در بخش های جدید شهر لذت می برم.
536,من در پناهگاه بی خانمان ها داوطلب می شوم.
537,من یک معلم پیانو هستم.
538,پدرم به صورت حرفه ای ویولن می نواخت.
539,چند ساز میزنم
540,من تمام وقت در یک کارخانه کشتی سازی کار می کنم.
541,من وقتم را به صورت داوطلبانه با نجات یک اسم حیوان دست اموز محلی می گذرانم.
542,رنگ مورد علاقه من آبی سرمه ای است
543,من سرباز سابق هستم
544,من هر ماه بخشی از حقوقم را به امور خیریه اهدا می کنم.
545,من در یک رابطه چندعشقی باز هستم.
546,من سه سگ دارم
547,من دوست دارم المپیک را تماشا کنم
548,پدرم خانه به خانه فروشنده بود.
549,من همچنین یک تجارت سگ راه رفتن دارم.
550,من به اینترنت اعتیاد دارم و زمان زیادی را صرف بازی های نقش آفرینی می کنم.
551,با دیدن خون غش می کنم
552,من هر سه ماه یکبار موهایم را رنگ می کنم.
553,رویای من در زندگی این است که از خانه کار کنم.
554,من برای دامپزشکی به مدرسه رفتم اما از آن متنفر بودم.
555,من به طراحی بازی starcraft کمک کردم.
556,من به آب حساسیت دارم
557,من یک گوشه نشین هستم
558,من یک استریمر معروف توییچ هستم.
559,من در حال ساخت روباتی هستم که بدن من را دو برابر کند.
560,من در خانه هستم بابا
561,من یک دهه در زمینه خدمات انسانی کار کردم.
562,پدرم برای انبار خانه کار می کرد.
563,فیلم های ترسناک مورد علاقه من هستند.
564,من سه فرزند دارم
565,همسر و بچه های من بهترین هستند
566,طعم بستنی مورد علاقه من شکلاتی است.
567,من یک لوله کش هستم
568,من یک مربی شنا در استخر محلی خود هستم.
569,مادر من بسیار سنتی است در حالی که من ترجیح می دهم آزادتر باشم.
570,من و خانواده ام اهل هند هستیم.
571,سبک موسیقی مورد علاقه من دث متال است.
572,من در حال تحصیل برای برنامه نویسی کامپیوتر هستم.
573,من یک نوازنده هستم و امیدوارم روزی آن را بزرگ کنم.
574,من همچنین به عنوان یک نگهبان برای کمک به پرداخت قبوض کار می کنم.
575,پیانو و گیتار میزنم و میخونم.
576,پدر و مادرم خیلی از رویای من حمایت نمی کنند.
577,من یک کارگر ساختمانی هستم
578,در وقت آزادم دوست دارم مسابقات نسکار و ufc را تماشا کنم.
579,غذای مورد علاقه من غذای مکزیکی است.
580,من از شانزده سالگی کار می کردم.
581,من در کلاس های چابکی سگ مسابقه می دهم.
582,من از رنگ نارنجی متنفرم
583,من برای شیمی به مدرسه رفتم اما در یک کتابفروشی کار می کنم.
584,من به مد اهمیتی نمی دهم
585,من آخر هفته ها می رقصم
