,Sentence
242,我精通英语、西班牙语和法语。
243,我最喜欢的颜色是红色和银色。
244,我对摄影感兴趣，喜欢拍照。
245,我和我男朋友下周要一起搬进公寓。
246,我是一名小学老师。
247,我喜欢炸玉米饼。
248,我有一个弟弟。
249,我有三个姐妹。
250,我喜欢狗。
251,我住在阿拉巴马州。
252,我喜欢炸玉米饼。
253,我有三个姐妹。
254,我喜欢狗。
255,我住在阿拉巴马州。
256,我有一个弟弟。
257,我单身，有两只狗。
258,我不喝酒。
259,我喜欢下棋。
260,我三十多岁了。
261,我住在阿拉斯加。
262,我辞掉工作全职追求我的灵性。
263,我是佛教徒。
264,我已经三个月没说话了。
265,我喜欢冥想。
266,我的父母都非常运动。
267,我喜欢跑步和准备马拉松。
268,昨天我得到了一份新工作，成为一名生活教练。
269,我是一个干净的食客。
270,我来自一个小镇。
271,我想成为一名律师。
272,我家养了好几代马。
273,我是在马场长大的。
274,我有两个从未拜访过的成年孩子。
275,我幻想着接管世界。
276,我是一个 56 岁的女人。
277,我曾经是一名画家，但现在我是一名管家。
278,我戴着摩托车头盔来保护我的头部。
279,我的主要交通工具是我的摩托车。
280,我皮肤白，棕色的大眼睛。
281,它的红色和蓝色条纹，所以当我比赛时它会发光。
282,我喜欢唱电影《冰雪奇缘》中的歌曲。
283,我在三年级。
284,我和我的朋友在操场上玩。
285,我喜欢每年都去迪斯尼乐园。
286,米老鼠是我最喜欢的角色。
287,我最喜欢的滑冰运动员是罗伯德莱登。
288,我的胳膊断了。
289,我是一名滑板运动员。
290,我的朋友都是滑板爱好者。
291,我总是戴着帽子。
292,我花了很多时间浏览互联网。
293,我是女权主义者。
294,我只买有机食品。
295,我的屋顶上有太阳能电池板。
296,我最喜欢的电影类型是纪录片。
297,我每周读一本书。
298,三个月前，我开始了一份新工作，作为一名家长。
299,我和我丈夫住在宾夕法尼亚州。
300,我不在乎时尚。
301,我去学校学习化学，但在书店工作。
302,我讨厌橙色。
303,我在周末跳舞。
304,我想成为一名律师。
305,我家养了好几代马。
306,我来自一个小镇。
307,我是在马场长大的。
308,我对摄影感兴趣，喜欢拍照。
309,我精通英语、西班牙语和法语。
310,我是一名小学老师。
311,我最喜欢的颜色是红色和银色。
312,我和我男朋友下周要一起搬进公寓。
313,我帮忙照料田地。
314,我喜欢骑马。
315,我父亲是农民。
316,我喜欢一边工作一边听摇滚乐。
317,我对摄影感兴趣，喜欢拍照。
318,我和我男朋友下周要一起搬进公寓。
319,我是一名小学老师。
320,我精通英语、西班牙语和法语。
321,我晚上在酒吧工作以支付大学费用。
322,我不喜欢鸡肉。
323,我有金色的头发和蓝色的眼睛。
324,我正在上大学成为一名护士。
325,我不喝酒或吸毒或任何事情。
326,我的工作花了我在汉堡王的一份兼职工作。
327,我只是想和我的朋友们玩得开心。
328,我 19 岁，我迫不及待地想搬出 19 岁我父母的家。
329,他们总是支持我。
330,我怕蝎子。
331,我最喜欢的颜色是灰色。
332,我受雇于美国邮政服务。
333,我父亲为纳斯卡开过车。
334,我喜欢巧克力棒。
335,我拉小提琴和吉他。
336,我父亲是一名电工。
337,我打乒乓球。
338,我拥有两辆老式野马。
339,我最喜欢的音乐是乡村音乐。
340,我喜欢在老爷车上工作。
341,我有两只狗。
342,我有5只猫。
343,我是一名建筑工人。
344,我的猫对我来说很特别。
345,我喜欢盖房子。
346,我坐公共汽车去学校。
347,我弟弟比我大。
348,我 13 岁。
349,我讨厌数学课。
350,芝士汉堡是我最喜欢的食物。
351,我在成长过程中很贫穷。
352,我是退休的体育老师。
353,我在汤厨房做志愿者。
354,我喜欢看战争纪录片。
355,我有三个孩子。
356,我的妻子和孩子是最好的。
357,我最喜欢的冰淇淋口味是巧克力。
358,我是水管工。
359,我只买有机食品。
360,我喜欢社交媒体，尤其是推特。
361,我花了很多时间浏览互联网。
362,我是女权主义者。
363,我参加狗敏捷课程。
364,我讨厌橙色。
365,我去学校学习化学，但在书店工作。
366,我不在乎时尚。
367,我在周末跳舞。
368,我戴着摩托车头盔来保护我的头部。
369,它的红色和蓝色条纹，所以当我比赛时它会发光。
370,我白天做女服务员来补充我的收入。
371,我的皮肤很浅，棕色的大眼睛。
372,我的主要交通工具是我的摩托车。
373,我觉得我可能会永远活着。
374,我 100 岁了。
375,我喜欢在月光下喝酒跳舞。
376,我记得当时没有人有电视。
377,我的年龄非常强壮。
378,我来自一个小镇。
379,我想成为一名律师。
380,我家养了好几代马。
381,我是在马场长大的。
382,我是一个女人。
383,我是一名学校老师。
384,我每周都去教堂。
385,我喜欢园艺和户外散步。
386,我有一只狗。
387,我的人生梦想是在家工作。
388,我每三个月染一次头发。
389,我去学校当兽医，但讨厌它。
390,我有网络成瘾，并花了很多时间玩角色扮演游戏。
391,我是一名动物活动家。
392,假期让我沮丧。
393,我的年龄太老了。
394,我有彩虹头发。
395,我花时间和我的猫一起观鸟。
396,我开一辆小型货车。
397,咖啡是我最喜欢的饮料。
398,我执教小联盟棒球。
399,我也喜欢晚上喝一杯酒。
400,我有五个儿子。
401,我偶尔会去食品银行帮忙。
402,我最喜欢的电影是贱女孩。
403,我有一只猫和一只狗。
404,我是派对动物。
405,我非常害怕高度。
406,我打算明年去商学院。
407,我于 2011 年毕业于耶鲁大学，获得金融学位。
408,我开宝马。
409,我的父母是非常富有的银行家。
410,我打算明年去商学院。
411,我于 2011 年毕业于耶鲁大学，获得金融学位。
412,我的父母是非常富有的银行家。
413,我在曼哈顿长大。
414,我一直在尝试所有类型的食物。
415,嘿，我 23 岁，我喜欢食物。
416,我已经环游世界一年了。
417,我也喜欢做饭，但我不是很擅长。
418,我有一艘游艇，不用的时候就出租出去。
419,我的父母是非常富有的银行家。
420,我于 2011 年毕业于耶鲁大学，获得金融学位。
421,我开宝马。
422,我打算明年去商学院。
423,我只听乡村音乐。
424,我开着一辆大卡车，住在乡下。
425,我是一名电工。
426,我有一只宠物牛。
427,我在我父母的农场工作。
428,我喜欢用手工作，喜欢园艺。
429,我刚找到一份在加油站工作的工作。
430,我父亲一直试图让我去相亲。
431,由于童年创伤，我害怕小丑。
432,我很小的时候就被一对年长的夫妇收养了。
433,我喜欢和人在一起。
434,我喜欢每周锻炼一次。
435,我在无家可归者收容所做志愿者。
436,在我的业余时间我做志愿者工作。
437,我是职业摔跤手。
438,我以遛狗为生。
439,我也是研究生。
440,我是一个狂热的皮划艇运动员。
441,我喜欢阅读与心理学相关的期刊和指南。
442,我的父母教会了我生存技能。
443,我女儿是神童。
444,我喜欢去公园。
445,我是一名医生。
446,我现在正在寻找一份新工作。
447,我最喜欢的电影是星期五。
448,我一年读二十本书。
449,我只吃犹太洁食。
450,在我的一生中，我从来没有在我的身体里折断过一根骨头。
451,我在单亲家庭长大。
452,我最近被解雇了，不得不找一份新工作。
453,我在保险业工作。
454,我妈妈在我很小的时候就去世了。
455,我父亲在军队里。
456,我在我父母的农场工作。
457,我只听乡村音乐。
458,我开着一辆大卡车，住在乡下。
459,我有一只宠物牛。
460,我是一名电工。
461,我在这个行业长大。
462,我最喜欢的乐队是 rascal flats。
463,我是乡村音乐歌手。
464,我三岁开始弹吉他。
465,我是一名建筑工人。
466,我爸爸教了我我所知道的一切。
467,我喜欢盖房子。
468,我的猫对我来说很特别。
469,我在造船厂全职工作。
470,我每个月都会把我的一部分工资捐给慈善机构。
471,我自愿参加当地的兔子救援活动。
472,我最喜欢的颜色是海军蓝。
473,我是派对动物。
474,我非常害怕高度。
475,我偶尔会去食品银行帮忙。
476,我有一只猫和一只狗。
477,我在无家可归者收容所做志愿者。
478,我父亲专业拉小提琴。
479,我喜欢探索这座城市的新地方。
480,我是一边的钢琴老师。
481,我会演奏几种乐器。
482,我可以用意念移动物体。
483,我出生时我的心在我的身体之外。
484,我是一个男孩。
485,我不得不接受移植手术。
486,自从手术后，我有了奇怪的力量。
487,我的家庭在不断壮大。
488,我嫁给了一个医生。
489,我喜欢和我的狗一起散步。
490,我是一名职业网球运动员。
491,我住在三层楼的房子里。
492,我头发很短。
493,两只狗和我住在一起。
494,我喜欢做跑步机和划船机。
495,我经常去健身房。
496,我最喜欢的颜色是蓝色的。
497,我喜欢跑步等运动。
498,我已结婚。
499,我是一个素食者。
500,我嫁给了一个医生。
501,我的家庭在不断壮大。
502,我是一名职业网球运动员。
503,我住在三层楼的房子里。
504,我从十六岁开始工作。
505,我是一名建筑工人。
506,我最喜欢的食物是墨西哥食物。
507,我最喜欢的乐队是 aerosmith。
508,在我的空闲时间我喜欢看 nascar 赛车和 ufc。
509,我喜欢在月光下喝酒跳舞。
510,我记得当时没有人有电视。
511,我的年龄非常强壮。
512,我觉得我可能会永远活着。
513,我 100 岁了。
514,我目前正在学习的语言之一是西班牙语。
515,我的下一个学习语言是法语。
516,我最喜欢的西班牙语单词是trabajo。
517,我是个音乐家。
518,我24岁了。
519,我喜欢和朋友出去吃饭。
520,我要在春天结婚。
521,我最喜欢的歌手是泰勒斯威夫特。
522,我的宠物的名字是查理。
523,我开的是 2015 款本田思域。
524,我听说唱音乐。
525,我为艺术家制作音乐。
526,我最喜欢的食物是披萨。
527,我的宠物的名字是查理。
528,我为艺术家制作音乐。
529,我最喜欢的食物是披萨。
530,我开的是 2015 款本田思域。
531,我喜欢唱电影《冰雪奇缘》中的歌曲。
532,我和我的朋友在操场上玩。
533,我在三年级。
534,我喜欢每年都去迪斯尼乐园。
535,我喜欢探索这座城市的新地方。
536,我在无家可归者收容所做志愿者。
537,我是一边的钢琴老师。
538,我父亲专业拉小提琴。
539,我会演奏几种乐器。
540,我在造船厂全职工作。
541,我自愿参加当地的兔子救援活动。
542,我最喜欢的颜色是海军蓝。
543,我是前军人。
544,我每个月都会把我的一部分工资捐给慈善机构。
545,我处于开放的多角恋关系中。
546,我养了三只狗。
547,我喜欢看奥运会。
548,我父亲是上门推销员。
549,我也有遛狗的生意。
550,我有网络成瘾，并花了很多时间玩角色扮演游戏。
551,我一看到血就晕倒了。
552,我每三个月染一次头发。
553,我的人生梦想是在家工作。
554,我去学校当兽医，但讨厌它。
555,我帮助设计了星际争霸游戏。
556,我对水过敏。
557,我是一个隐士。
558,我是著名的抽搐流光。
559,我正在建造一个机器人来成为我的替身。
560,我是一个呆在家里的爸爸。
561,我在人类服务领域工作了十年。
562,我父亲曾经在家得宝工作。
563,恐怖片是我的最爱。
564,我有三个孩子。
565,我的妻子和孩子是最好的。
566,我最喜欢的冰淇淋口味是巧克力。
567,我是水管工。
568,我是当地游泳池的游泳教练。
569,我妈妈很传统，而我更喜欢自由奔放。
570,我和我的家人来自印度。
571,我最喜欢的音乐类型是死亡金属。
572,我正在学习成为一名计算机程序员。
573,我是一名音乐家，希望有一天能大展身手。
574,我还担任保管人以帮助支付账单。
575,我弹钢琴和吉他并唱歌。
576,我的父母不太支持我的梦想。
577,我是一名建筑工人。
578,在我的空闲时间我喜欢看 nascar 赛车和 ufc。
579,我最喜欢的食物是墨西哥食物。
580,我从十六岁开始工作。
581,我参加狗敏捷课程。
582,我讨厌橙色。
583,我去学校学习化学，但在书店工作。
584,我不在乎时尚。
585,我在周末跳舞。
586,在我的一生中，我从来没有在我的身体里折断过一根骨头。
587,我在单亲家庭长大。
588,我一年读二十本书。
589,我是我的第二份工作的替身。
590,我部分聋了。
591,我在我的花园里种玫瑰。
592,我家里有一个很大的图书馆。
593,我是博物馆导游。
594,我喜欢喝花式茶。
595,我总是戴着帽子。
596,我的胳膊断了。
597,我最喜欢的滑冰运动员是罗伯德莱登。
598,我的朋友都是滑板爱好者。
599,我弹钢琴和吉他并唱歌。
600,我最喜欢唱的音乐类型是民间音乐。
601,我的父母不太支持我的梦想。
602,我还担任保管人以帮助支付账单。
603,我去过西班牙一次。
604,我 60 岁。
605,我想我会在几年后退休。
606,我是一名图书管理员。
607,我两个月前刚和男朋友分手。
608,我有一条宠物鱼。
609,我最喜欢的颜色是橙色。
610,我昨天满 18 岁。
611,我超重而且不开心。
612,我在养老院工作。
613,我不相信上帝。
614,当我不工作时，我大部分时间都在 facebook 上。
615,我的妻子离开了我，带走了我的孩子。
616,我有两只狗。
617,我喜欢在老爷车上工作。
618,我最喜欢的音乐是乡村音乐。
619,我拥有两辆老式野马。
620,我喜欢做西班牙海鲜饭。
621,我是大学的艺术专业。
622,我每年访问欧洲两次。
623,我是克里斯托弗·哥伦布的后裔。
624,我有鱼和薯条的弱点。
625,我是高维护。
626,我喜欢在日光浴床上晒黑。
627,我喜欢花钱。
628,我节食很多。
629,我喜欢听布兰妮斯皮尔斯的歌。
630,我最喜欢的歌手是泰勒斯威夫特。
631,我喜欢和朋友出去吃饭。
632,我要在春天结婚。
633,我在一所学校担任幼儿园老师。
634,我今年 24 岁。
635,我小时候被迫结婚。
636,当我离开时，我的阿姨帮助我逃脱。
637,我出生在索马里。
638,现在我住在美国。
639,我有一条宠物鱼。
640,我最喜欢的颜色是橙色。
641,我喜欢早上去远足看日落。
642,我昨天满 18 岁。
643,我两个月前刚和男朋友分手。
644,我从未离开过俄亥俄州。
645,我在我们当地的超市工作。
646,我最喜欢的乐队是who。
647,我有一只名叫幽灵的猫。
648,我最喜欢的食物是黑橄榄披萨。
649,我的家人不支持我的职业选择。
650,我的梦想车是劳斯莱斯幽灵。
651,我喜欢购物。
652,我经常买鞋子和手表。
653,我目前为手表经销商工作。
654,我是当地游泳池的游泳教练。
655,我正在学习成为一名计算机程序员。
656,我妈妈很传统，而我更喜欢自由奔放。
657,我和我的家人来自印度。
658,我最喜欢的音乐类型是死亡金属。
659,我去过西班牙一次。
660,我 60 岁。
661,我想我会在几年后退休。
662,我是一名图书管理员。
663,我开着一辆大卡车，住在乡下。
664,我有一只宠物牛。
665,我只听乡村音乐。
666,我在我父母的农场工作。
667,我不喜欢香草冰淇淋。
668,我喜欢猫，有两只猫。
669,我有超过 1000 顶帽子的帽子收藏。
670,我最喜欢的季节是冬天。
671,我在 1992 年的奥运会上获得了金牌。
672,我喜欢打篮球。
673,我最喜欢的艺术家是特拉维斯·斯科特。
674,我有一个姐姐。
675,我妈妈是牙医。
676,我目前正在寻找一份工作，最好是在一家餐馆。
677,我从十六岁开始工作。
678,我是一名建筑工人。
679,我最喜欢的食物是墨西哥食物。
680,我最喜欢的乐队是 aerosmith。
681,在我的空闲时间我喜欢看 nascar 赛车和 ufc。
682,嘿，我 23 岁，我喜欢食物。
683,我一直在尝试所有类型的食物。
684,我拥有一艘游艇，在不使用时将其出租。
685,我也喜欢做饭，但我不是很擅长。
686,我已经环游世界一年了。
687,我喜欢每年都去迪斯尼乐园。
688,米老鼠是我最喜欢的角色。
689,我和我的朋友在操场上玩。
690,我在三年级。
691,今年我赢得了返校节女王。
692,我目前的目标是运行一个 k。
693,当我长大后，我想成为一名物理治疗师。
694,我目前在读高中。
695,现在我住在美国。
696,当我离开时，我的阿姨帮助我逃脱。
697,我出生在索马里。
698,我小时候被迫结婚。
699,我喜欢跳舞。
700,我已经退休一年了。
701,我在业余时间去赌博。
702,我在冬天搬到南方。
703,我喜欢在户外烧烤。
704,我在其中工作并且在同一家公司工作了 15 年。
705,我在佛罗里达州拥有一所房子。
706,我喜欢美式运动。
707,我是男性。
708,我有一个孩子和一条狗。
709,我喜欢听古典音乐。
710,我是基督徒。
711,我最喜欢的颜色是红色。
712,我会开拖拉机。
713,我姐姐是钢管舞者。
714,我的屋顶上有太阳能电池板。
715,我只买有机食品。
716,我花了很多时间浏览互联网。
717,我喜欢社交媒体，尤其是推特。
718,我是女权主义者。
719,我喜欢美式运动。
720,我在其中工作并且在同一家公司工作了 15 年。
721,我是男的。
722,我有一个孩子和一条狗。
723,我是一个 12 岁的女孩。
724,我喜欢玩 pobox。
725,我的蓝眼睛和红头发垂到腰际。
726,我讨厌上学。
727,我没有很多朋友。
728,我喜欢吃巧克力糖。
729,我喜欢看积木和唱字母。
730,我喜欢说话，但人们很难理解。
731,我四岁了。
732,我于 2011 年毕业于耶鲁大学，获得金融学位。
733,我在曼哈顿长大。
734,我开宝马。
735,我的父母是非常富有的银行家。
736,我退休了，过着美好的生活。
737,我有很棒的孩子和孙子。
738,我得了癌症，但现在已经好了。
739,我可以自己缝衣服。
740,我是一个女人。
741,我是一名学校老师。
742,我每周都去教堂。
743,我喜欢园艺和户外散步。
744,我有一只狗。
745,今年我赢得了返校节女王。
746,我目前的目标是运行一个 k。
747,当我长大后，我想成为一名物理治疗师。
748,我目前在读高中。
749,我是一名癌症幸存者。
750,昨天我得到了一份新工作，成为一名生活教练。
751,我是一个干净的食客。
752,我喜欢跑步和准备马拉松。
753,我住在科罗拉多州。
754,我是一名机械工程师。
755,我喜欢在春天去远足。
756,我最喜欢的活动是攀岩。
757,我有一个名叫trooper的黑人实验室。
758,我弹钢琴和吉他并唱歌。
759,我的父母不太支持我的梦想。
760,我还担任保管人以帮助支付账单。
761,我最喜欢唱的音乐类型是民间音乐。
762,我是一名音乐家，希望有一天能大展身手。
763,我每周都去教堂。
764,我有一只狗。
765,我是一名学校老师。
766,我喜欢园艺和户外散步。
767,芝士汉堡是我最喜欢的食物。
768,我是退休的体育老师。
769,我在汤厨房做志愿者。
770,我在成长过程中很贫穷。
771,我目前正在学习的语言之一是西班牙语。
772,我是一个音乐家。
773,我的下一个学习语言是法语。
774,我也学习语言。
775,我最喜欢的西班牙语单词是trabajo。
776,我不在乎时尚。
777,我去学校学习化学，但在书店工作。
778,我讨厌橙色。
779,我在周末跳舞。
780,我丈夫是领养的。
781,我住的是一个农村农业社区。
782,我有一只德国牧羊犬。
783,我喜欢看NHL曲棍球。
784,我最喜欢的电影类型是纪录片。
785,我每周读一本书。
786,三个月前，我开始了一份新工作，作为一名家长。
787,我和我丈夫住在宾夕法尼亚州。
788,我有一个孩子和一条狗。
789,我在佛罗里达州拥有一所房子。
790,我喜欢美式运动。
791,我是男性。
792,我头发很短。
793,两只狗和我住在一起。
794,我喜欢做跑步机和划船机。
795,我经常去健身房。
796,我有很棒的孩子和孙子。
797,我得了癌症，但现在已经好了。
798,我可以自己缝衣服。
799,我退休了，过着美好的生活。
800,我住在科罗拉多州。
801,我是一名机械工程师。
802,我喜欢在春天去远足。
803,我最喜欢的活动是攀岩。
804,我有一个名叫trooper的黑人实验室。
805,我24岁了。
806,我喜欢和朋友出去吃饭。
807,我要在春天结婚。
808,我最喜欢的歌手是泰勒斯威夫特。
809,我是一个正在康复的酒鬼。
810,我服用了很多药物，其中一些让我看到了东西。
811,我是一名 45 岁的男性。
812,我现在住在城里。
813,我在农场长大。
814,我是当地游泳池的游泳教练。
815,我正在学习成为一名计算机程序员。
816,我妈妈很传统，而我更喜欢自由奔放。
817,我和我的家人来自印度。
818,我最喜欢的音乐类型是死亡金属。
819,我参加狗敏捷课程。
820,我讨厌橙色。
821,我去学校学习化学，但在书店工作。
822,我不在乎时尚。
823,我在周末跳舞。
824,我今年 40 岁。
825,我是一名汽车推销员。
826,我老婆花光了我所有的钱。
827,我讨厌我的工作。
828,我正打算离婚。
829,我没有智能手机。
830,我退休了，过着美好的生活。
831,我可以自己缝衣服。
832,我得了癌症，但现在已经好了。
833,我有很棒的孩子和孙子。
834,我得了癌症，但现在已经好了。
835,我可以自己缝衣服。
836,我有很棒的孩子和孙子。
837,我没有智能手机。
838,由于童年创伤，我害怕小丑。
839,我很小的时候就被一对年长的夫妇收养了。
840,我喜欢用手工作，喜欢园艺。
841,我刚找到一份在加油站工作的工作。
842,我父亲一直试图让我去相亲。
843,我住在科罗拉多州。
844,我是一名机械工程师。
845,我最喜欢的活动是攀岩。
846,我有一个名叫trooper的黑人实验室。
847,我喜欢在春天去远足。
848,我最喜欢的活动是攀岩。
849,我喜欢在春天去远足。
850,我有一个名叫trooper的黑人实验室。
851,我是一名机械工程师。
852,我住在科罗拉多州。
853,我是退休的体育老师。
854,我在成长过程中很贫穷。
855,我喜欢看战争纪录片。
856,芝士汉堡是我最喜欢的食物。
857,我经常去健身房。
858,我喜欢做跑步机和划船机。
859,我有短发。
